Product code;Language;Price;Lower limit;User group;Percentage discount
"W00918CYVW";"ru";"10700.00";"1";"Все";"0"
"I00927PN4T";"ru";"3225.00";"1";"Все";"0"
"Y0093T69G8";"ru";"19.99";"1";"Все";"0"
"A0094VY6U3";"ru";"59.99";"1";"Все";"0"
"S0095VELIH";"ru";"19.99";"1";"Все";"0"
"C0096T88CH";"ru";"99.99";"1";"Все";"0"
"T0097H98EI";"ru";"14.99";"1";"Все";"0"
"E011296HKW";"ru";"8.99";"1";"Все";"0"
"P011376198";"ru";"449.99";"1";"Все";"0"
"V0100ZBORU";"ru";"22.70";"1";"Все";"0"
"E01010TOGW";"ru";"188.88";"1";"Все";"0"
"E01027HIDS";"ru";"295.00";"1";"Все";"0"
"S0103G26P3";"ru";"23.99";"1";"Все";"0"
"N0104CXAWS";"ru";"29.95";"1";"Все";"0"
"M01052HXOG";"ru";"169.99";"1";"Все";"0"
"C0106D3GWB";"ru";"179.99";"1";"Все";"0"
"F01072HXUI";"ru";"465.00";"1";"Все";"0"
"I0108TD8BL";"ru";"12.99";"1";"Все";"0"
"C01099FRFC";"ru";"140.00";"1";"Все";"0"
"E01105O46P";"ru";"15.99";"1";"Все";"0"
"F0111O12WW";"ru";"6.99";"1";"Все";"0"
"U0114N9X4E";"ru";"14.99";"1";"Все";"0"
"N0115R3FDX";"ru";"4595.00";"1";"Все";"0"
"P01160R6WH";"ru";"6.99";"1";"Все";"0"
"H0118GRDLH";"ru";"30.99";"1";"Все";"0"
"R0119703TC";"ru";"17.99";"1";"Все";"0"
"B0120TBX2K";"ru";"199.99";"1";"Все";"0"
"L012149RZH";"ru";"17.99";"1";"Все";"0"
"J01223DYAH";"ru";"5695.00";"1";"Все";"0"
"C0123RSXUU";"ru";"17.99";"1";"Все";"0"
"D01245K7FF";"ru";"4595.00";"1";"Все";"0"
"Y01252CY9O";"ru";"149.99";"1";"Все";"0"
"F01262AH0T";"ru";"129.99";"1";"Все";"0"
"A0127P1V0T";"ru";"4779.00";"1";"Все";"0"
"K0128RATX3";"ru";"17.99";"1";"Все";"0"
"O0129GKRU9";"ru";"1799.00";"1";"Все";"0"
"T0130501N7";"ru";"49.95";"1";"Все";"0"
"I0131TAKCI";"ru";"1249.00";"1";"Все";"0"
"S0132PANHE";"ru";"269.99";"1";"Все";"0"
"I0133JJ7IC";"ru";"229.99";"1";"Все";"0"
"Y0134XZKTS";"ru";"89.99";"1";"Все";"0"
"B0135ZGE8V";"ru";"0.00";"1";"Все";"0"
"A0136VBI1A";"ru";"0.00";"1";"Все";"0"
"H0137J8TMV";"ru";"0.00";"1";"Все";"0"
"G0138IU32J";"ru";"0.00";"1";"Все";"0"
"Z0139588PS";"ru";"0.00";"1";"Все";"0"
"C0140WY5XY";"ru";"99.95";"1";"Все";"0"
"Y01413SJOB";"ru";"99.95";"1";"Все";"0"
"H0142DQBME";"ru";"399.95";"1";"Все";"0"
"Z01433JOK5";"ru";"79.95";"1";"Все";"0"
"M0144TJFHE";"ru";"99.95";"1";"Все";"0"
"Y0145WPLX9";"ru";"79.99";"1";"Все";"0"
"A0146P0NT5";"ru";"44.99";"1";"Все";"0"
"Q014797842";"ru";"44.99";"1";"Все";"0"
"H0148VPS1T";"ru";"219.00";"1";"Все";"0"
"E0149D04B9";"ru";"89.99";"1";"Все";"0"
"K01502P8VF";"ru";"600.00";"1";"Все";"0"
"C0151LG8CS";"ru";"500.00";"1";"Все";"0"
"D0152X65HT";"ru";"700.00";"1";"Все";"0"
"Q0153SHXQ0";"ru";"49.99";"1";"Все";"0"
"T0154F3MKH";"ru";"399.99";"1";"Все";"0"
"N01552LVJT";"ru";"79.99";"1";"Все";"0"
"F01564IPN2";"ru";"299.00";"1";"Все";"0"
"G0157AX10M";"ru";"499.00";"1";"Все";"0"
"N0158NC3UY";"ru";"4750.00";"1";"Все";"0"
"L0159TYZDW";"ru";"11375.00";"1";"Все";"0"
"L0160MZ4DS";"ru";"200.00";"1";"Все";"0"
"N0161QCS4X";"ru";"279.99";"1";"Все";"0"
"A0162LEU0L";"ru";"32750.00";"1";"Все";"0"
"W0163ME90H";"ru";"899.99";"1";"Все";"0"
"O01648JXQC";"ru";"249.99";"1";"Все";"0"
"N0165BQMZZ";"ru";"599.95";"1";"Все";"0"
"A01662K0D9";"ru";"749.95";"1";"Все";"0"
"H0167T7K2E";"ru";"549.95";"1";"Все";"0"
"C016809TC9";"ru";"1.00";"1";"Все";"0"
"A016998ZXV";"ru";"749.95";"1";"Все";"0"
"J0170YXQXC";"ru";"145.99";"1";"Все";"0"
"Q0171LINQ9";"ru";"499.00";"1";"Все";"0"
"Y0172YCAWT";"ru";"299.99";"1";"Все";"0"
"N0173TLFE1";"ru";"349.99";"1";"Все";"0"
"K0174R9CUN";"ru";"100.75";"1";"Все";"0"
"S0175KUFJJ";"ru";"179.99";"1";"Все";"0"
"Y01761IUK5";"ru";"648.95";"1";"Все";"0"
"J0177S9SI3";"ru";"400.00";"1";"Все";"0"
"G0178014M3";"ru";"6.83";"1";"Все";"0"
"B0179UHL46";"ru";"299.97";"1";"Все";"0"
"Q01802L8VS";"ru";"199.99";"1";"Все";"0"
"A0181ZSJSS";"ru";"899.99";"1";"Все";"0"
"N0182YV5QV";"ru";"6.80";"1";"Все";"0"
"E0183D500N";"ru";"249.99";"1";"Все";"0"
"D0184CU1VL";"ru";"299.99";"1";"Все";"0"
"B0185I7U24";"ru";"139.99";"1";"Все";"0"
"N01868E9SB";"ru";"299.99";"1";"Все";"0"
"D0187LXFZO";"ru";"299.99";"1";"Все";"0"
"M0188MVCYL";"ru";"10.00";"1";"Все";"0"
"O0189UKMNW";"ru";"1.00";"1";"Все";"0"
"O019015C2L";"ru";"899.95";"1";"Все";"0"
"Q0191PBM44";"ru";"11.98";"1";"Все";"0"
"E01923M6DA";"ru";"15.00";"1";"Все";"0"
"Y0205HGGEI";"ru";"149.99";"1";"Все";"0"
"P01947A0SW";"ru";"10.60";"1";"Все";"0"
"I0195ZFDB8";"ru";"29.99";"1";"Все";"0"
"I0196BBF6I";"ru";"17.00";"1";"Все";"0"
"A019737E4S";"ru";"14.98";"1";"Все";"0"
"K01984N7PI";"ru";"17.99";"1";"Все";"0"
"Y0199F6AC6";"ru";"29.98";"1";"Все";"0"
"X02002U30A";"ru";"26.92";"1";"Все";"0"
"V02011EWI8";"ru";"12.67";"1";"Все";"0"
"T0202OTGXT";"ru";"34.68";"1";"Все";"0"
"R02034W1ZL";"ru";"34.68";"1";"Все";"0"
"B0204ZOC1I";"ru";"14.99";"1";"Все";"0"
"Q0206MCK7B";"ru";"179.99";"1";"Все";"0"
"W0207TLU5R";"ru";"42.00";"1";"Все";"0"
"F0208V084C";"ru";"82.94";"1";"Все";"0"
"G0209Y9N72";"ru";"109.99";"1";"Все";"0"
"D0210M5AN1";"ru";"89.99";"1";"Все";"0"
"H021184FO0";"ru";"299.99";"1";"Все";"0"
"P0212CTOEA";"ru";"129.95";"1";"Все";"0"
"R0213E2U6B";"ru";"295.00";"1";"Все";"0"
"K02149B2ZX";"ru";"972.00";"1";"Все";"0"
"O02154E04H";"ru";"1095.00";"1";"Все";"0"
"L0227FHI2Y";"ru";"699.00";"1";"Все";"0"
"H0217E3OE9";"ru";"610.99";"1";"Все";"0"
"B0218UO9WS";"ru";"459.99";"1";"Все";"0"
"M0219A3GX3";"ru";"529.99";"1";"Все";"0"
"P0220KHOS3";"ru";"1099.99";"1";"Все";"0"
"X0221UHBTA";"ru";"2049.00";"1";"Все";"0"
"P0222KUH4T";"ru";"529.99";"1";"Все";"0"
"O0223AQI3W";"ru";"499.99";"1";"Все";"0"
"Y0224Y3QQU";"ru";"479.99";"1";"Все";"0"
"E0225PPZPL";"ru";"199.99";"1";"Все";"0"
"P02266IOPQ";"ru";"269.99";"1";"Все";"0"
"I0228OF40N";"ru";"349.99";"1";"Все";"0"
"V0229W5J8F";"ru";"299.99";"1";"Все";"0"
"B0230S7Q0V";"ru";"125.00";"1";"Все";"0"
"S0231YYSMK";"ru";"99.00";"1";"Все";"0"
"S0232MRZ1Y";"ru";"79.95";"1";"Все";"0"
"H023315I7E";"ru";"47.99";"1";"Все";"0"
"R0234XOWI6";"ru";"59.99";"1";"Все";"0"
"N02351Q6BY";"ru";"79.99";"1";"Все";"0"
"A0236BQ31M";"ru";"299.99";"1";"Все";"0"
"B0237HI9M0";"ru";"299.99";"1";"Все";"0"
"Q0238LW6GY";"ru";"499.99";"1";"Все";"0"
"L0239KVQ9F";"ru";"509.99";"1";"Все";"0"
"E0240Y27BE";"ru";"499.00";"1";"Все";"0"
"I0241GCXF9";"ru";"499.00";"1";"Все";"0"
"G0242JXP9R";"ru";"249.00";"1";"Все";"0"
"U02431526C";"ru";"249.00";"1";"Все";"0"
"B00F3IUN27";"ru";"729.99";"1";"Все";"0"
"B00F3IUN24";"ru";"699.00";"1";"Все";"0"
"B00F3F0GLU";"ru";"399.99";"1";"Все";"0"
